Drug_Name,URL
Diclofenac Sodium for Injection (Dyloject),https://www.rxlist.com/dyloject-drug.htm
Diclofenac Sodium Gel (Voltaren Gel),https://www.rxlist.com/voltaren-gel-drug.htm
Diclofenac Sodium Gel (Diclozor Gel),https://www.rxlist.com/diclozor-drug.htm
Diclofenac Sodium Ophthalmic Solution (Voltaren Ophthalmic),https://www.rxlist.com/voltaren-ophthalmic-drug.htm
Diclofenac Sodium Topical Solution (PENNSAID),https://www.rxlist.com/pennsaid-drug.htm
"Diclofenac Sodium, Misoprostol (Arthrotec)",https://www.rxlist.com/arthrotec-drug.htm
Diclostream (Diclofenac Sodium 1.5% Solution and Menthol 10% Topical Liquid),https://www.rxlist.com/diclostream-drug.htm
Diclozor Gel (Diclofenac Sodium Gel),https://www.rxlist.com/diclozor-drug.htm
Dicyclomine (Bentyl),https://www.rxlist.com/bentyl-drug.htm
Didanosine Delayed-Release Capsules (Videx EC),https://www.rxlist.com/videx-ec-drug.htm
Didanosine Pediatric Powder for Oral Solution (Videx),https://www.rxlist.com/videx-drug.htm
Didrex (Benzphetamine),https://www.rxlist.com/didrex-drug.htm
Didronel (Etidronate Disodium),https://www.rxlist.com/didronel-drug.htm
Dienestrol (Dienestrol),https://www.rxlist.com/dienestrol-drug.htm
Diethylpropion (Tenuate),https://www.rxlist.com/tenuate-drug.htm
Difelikefalin Injection (Korsuva),https://www.rxlist.com/korsuva-drug.htm
Difenoxin and Atropine (Motofen),https://www.rxlist.com/motofen-drug.htm
Differin Cream (Adapalene Cream),https://www.rxlist.com/differin-cream-drug.htm
Differin Gel .1% (Adapalene Gel),https://www.rxlist.com/differin-gel-1-drug.htm
Differin Gel .3% (Adapalene),https://www.rxlist.com/differin-gel-3-drug.htm
Differin Lotion .1 (Adapalene Lotion .1%),https://www.rxlist.com/differin-lotion-1-drug.htm
Dificid (Fidaxomicin Tablets for Oral Administration),https://www.rxlist.com/dificid-drug.htm
Diflorasone Diacetate (ApexiCon E),https://www.rxlist.com/apexicon-e-drug.htm
Diflorasone Diacetate Cream (Psorcon E Emollient Cream),https://www.rxlist.com/psorcon-e-emollient-cream-drug.htm
Diflorasone Diacetate Cream (Florone),https://www.rxlist.com/florone-drug.htm
Diflucan (Fluconazole),https://www.rxlist.com/diflucan-drug.htm
Diflunisal (Dolobid),https://www.rxlist.com/dolobid-drug.htm
Difluprednate Opthalmic Emulsion (Durezol),https://www.rxlist.com/durezol-drug.htm
Digibind (Digoxin Immune Fab),https://www.rxlist.com/digibind-drug.htm
DigiFab (Ovine Lyophilized Powder for Intravenous Injection),https://www.rxlist.com/digifab-drug.htm
Digitek (Digoxin Tablets),https://www.rxlist.com/digitek-drug.htm
Digoxin Immune Fab (Digibind),https://www.rxlist.com/digibind-drug.htm
Digoxin Injection (Lanoxin Injection),https://www.rxlist.com/lanoxin-drug.htm
Digoxin Tablets (Digitek),https://www.rxlist.com/digitek-drug.htm
Digoxin Tablets (Lanoxin),https://www.rxlist.com/lanoxin-tablets-drug.htm
Dihydroergotamine (D. H. E. 45),https://www.rxlist.com/dhe-45-drug.htm
Dihydroergotamine Mesylate Nasal Spray  (Trudhesa),https://www.rxlist.com/trudhesa-drug.htm
Dihydroergotamine Mesylate Spray (Migranal),https://www.rxlist.com/migranal-drug.htm
Dihydrotachysterol (Dht),https://www.rxlist.com/dht-drug.htm
"Dilacor XR (Diltiazem Hydrochloride Capsule, Extended Release)",https://www.rxlist.com/dilacor-xr-drug.htm
Dilantin (Phenytoin),https://www.rxlist.com/dilantin-drug.htm
Dilantin 125 (Phenytoin Oral Suspension),https://www.rxlist.com/dilantin-125-drug.htm
Dilantin Infatabs (Phenytoin Tablets),https://www.rxlist.com/dilantin-infatabs-drug.htm
Dilantin Kapseals (Extended Phenytoin Sodium Capsules),https://www.rxlist.com/dilantin-kapseals-drug.htm
Dilatrate SR (Isosorbide Dinitrate Sustained Release Capsules),https://www.rxlist.com/dilatrate-sr-drug.htm
Dilaudid (Hydromorphone Hydrochloride),https://www.rxlist.com/dilaudid-drug.htm
Dilaudid-HP (Hydromorphone Hydrochloride Injection),https://www.rxlist.com/dilaudid-hp-drug.htm
Diltiazem (Cardizem LA),https://www.rxlist.com/cardizem-la-drug.htm
Diltiazem Hcl (Tiazac),https://www.rxlist.com/tiazac-drug.htm
Diltiazem HCl (Cardizem CD),https://www.rxlist.com/cardizem-cd-drug.htm
Diltiazem Hydrochloride (Cardizem),https://www.rxlist.com/cardizem-drug.htm
"Diltiazem Hydrochloride Capsule, Extended Release (Dilacor XR)",https://www.rxlist.com/dilacor-xr-drug.htm
Diltiazem Hydrochloride Extended Release Capsules (Cartia XT),https://www.rxlist.com/cartia-drug.htm
Diltiazem Hydrochloride Extended Release Tablets (Taztia XT),https://www.rxlist.com/taztia-xt-drug.htm
Dimercarprol Injection (Bal in Oil Ampules),https://www.rxlist.com/bal-in-oil-ampules-drug.htm
"Dimetane (Brompheniramine, Phenylpropanolamine, and Codeine)",https://www.rxlist.com/dimetane-drug.htm
Dimethyl Fumarate Delayed Release Capsules (Tecfidera),https://www.rxlist.com/tecfidera-drug.htm
Dinoprostone (Cervidil),https://www.rxlist.com/cervidil-drug.htm
Dinoprostone Cervical Gel (Prepidil),https://www.rxlist.com/prepidil-drug.htm
Dinoprostone Vaginal Suppository (Prostin E2),https://www.rxlist.com/prostin-e2-drug.htm
Dinutuximab Injection (Unituxin),https://www.rxlist.com/unituxin-drug.htm
Diovan (Valsartan),https://www.rxlist.com/diovan-drug.htm
Diovan HCT (Valsartan and Hydrochlorothiazide),https://www.rxlist.com/diovan-hct-drug.htm
Dipentum (Olsalazine Sodium Capsules),https://www.rxlist.com/dipentum-drug.htm
Diphenhydramine (Benadryl),https://www.rxlist.com/benadryl-drug.htm
Diphenhydramine Injection (Benadryl Injection),https://www.rxlist.com/benadryl-injection-drug.htm
Diphenoxylate and Atropine (Lomotil),https://www.rxlist.com/lomotil-drug.htm
Diphtheria and Tetanus (Diphtheria and Tetanus Toxoids),https://www.rxlist.com/diptheria-and-tetanus-drug.htm
Diphtheria and Tetanus Toxoids (Diphtheria and Tetanus),https://www.rxlist.com/diptheria-and-tetanus-drug.htm
Diphtheria and Tetanus Toxoids and Acellular Pertussis (Infanrix),https://www.rxlist.com/infanrix-drug.htm
Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine (Quadracel),https://www.rxlist.com/quadracel-drug.htm
"Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed, Inactivated Poliovirus, Haemophilus b Conjugate [Meningococcal Protein Conjugate] and Hepatitis B [Recombinant] Vaccine (Vaxelis)",https://www.rxlist.com/vaxelis-drug.htm
Diphtheria and Tetanus Toxoids and Acellular Pertussis Vaccine (Tripedia),https://www.rxlist.com/tripedia-drug.htm
Diphtheria and Tetanus Toxoids and Acellular Pertussis Vaccine Adsorbed (Certiva),https://www.rxlist.com/certiva-drug.htm
Diphtheria and Tetanus Toxoids and Acellular Pertussis Vaccine Adsorbed (Daptacel),https://www.rxlist.com/daptacel-drug.htm
Diphtheria and Tetanus Toxoids and Pertussis Vaccine Adsorbed USP (DTP),https://www.rxlist.com/dtp-drug.htm
Diphtheria CRM197 Protein Conjugate (HibTITER),https://www.rxlist.com/hibtiter-drug.htm
"Diphtheria, Tetanus Toxoids and Acellular Pertussis Adsorbed, Hepatitis B and Inactivated Poliovirus Vaccine (Pediarix)",https://www.rxlist.com/pediarix-drug.htm
Dipivefrin (Propine),https://www.rxlist.com/propine-drug.htm
Diprivan (Propofol),https://www.rxlist.com/diprivan-drug.htm
Diprolene AF (Betamethasone),https://www.rxlist.com/diprolene-af-drug.htm
Diprolene Lotion (Betamethasone Dipropionate),https://www.rxlist.com/diprolene-lotion-drug.htm
Diprolene Ointment (Betamethasone Dipropionate),https://www.rxlist.com/diprolene-ointment-drug.htm
Diptheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine (Kinrix),https://www.rxlist.com/kinrix-drug.htm
Dipyridamole (Persantine),https://www.rxlist.com/persantine-drug.htm
Dipyridamole (Persantine IV),https://www.rxlist.com/persantine-iv-drug.htm
Dipyridamole Injection (Dipyridamole Injection),https://www.rxlist.com/dipyridamole-injection-drug.htm
Diroximel Fumarate  Delayed-release Capsules (Vumerity),https://www.rxlist.com/vumerity-drug.htm
Disalcid (Salsalate),https://www.rxlist.com/disalcid-drug.htm
Disopyramide Phosphate (Norpace),https://www.rxlist.com/norpace-drug.htm
Disulfiram (Antabuse),https://www.rxlist.com/antabuse-drug.htm
disulfiram (Disulfiram Tablets),https://www.rxlist.com/disulfiram-tablets-drug.htm
Disulfiram Tablets (disulfiram),https://www.rxlist.com/disulfiram-tablets-drug.htm
"Ditrizoate Meglumine Injection USP, 30% (Cystografin)",https://www.rxlist.com/cystografin-drug.htm
Ditropan (Oxybutynin Tablets),https://www.rxlist.com/ditropan-drug.htm
Ditropan XL (Oxybutynin Chloride Extended Release Tablets),https://www.rxlist.com/ditropan-xl-drug.htm
Diucardin (Hydroflumethiazide),https://www.rxlist.com/diucardin-drug.htm
Diuril (Chlorothiazide),https://www.rxlist.com/diuril-drug.htm
Divalproex Sodium (Depakote ER),https://www.rxlist.com/depakote-er-drug.htm
Divalproex Sodium Sprinkle Capsules (Depakote Sprinkle Capsules),https://www.rxlist.com/depakote-sprinkle-capsules-drug.htm
Divigel (Estradiol Gel),https://www.rxlist.com/divigel-drug.htm
Dltiazem Hydrochloride Extended Release Tablets (Matzim LA ),https://www.rxlist.com/matzim-la-drug.htm
DMSO (Rimso-50),https://www.rxlist.com/rimso-50-drug.htm
Dobutamine (Dobutamine),https://www.rxlist.com/dobutamine-drug.htm
Docefrez (docetaxel),https://www.rxlist.com/docefrez-drug.htm
docetaxel (Docefrez),https://www.rxlist.com/docefrez-drug.htm
Docetaxel for Injection (Taxotere),https://www.rxlist.com/taxotere-drug.htm
Docetaxel Injection (Docivyx),https://www.rxlist.com/docivyx-drug.htm
Docivyx (Docetaxel Injection),https://www.rxlist.com/docivyx-drug.htm
Docosanol Cream (Abreva),https://www.rxlist.com/abreva-drug.htm
Dofetilide (Tikosyn),https://www.rxlist.com/tikosyn-drug.htm
Dojolvi (Triheptanoin Oral Liquid),https://www.rxlist.com/dojolvi-drug.htm
Dolasetron (Anzemet Tablets),https://www.rxlist.com/anzemet-tablets-drug.htm
Dolasetron Mesylate Injection (Anzemet Injection),https://www.rxlist.com/anzemet-injection-drug.htm
Dolishale (Levonorgestrel and Ethinyl Estradiol),https://www.rxlist.com/dolishale-drug.htm
Dolobid (Diflunisal),https://www.rxlist.com/dolobid-drug.htm
Dolophine (Methadone Tablets),https://www.rxlist.com/methadone-hydrochloride-drug.htm
Dolutegravir and Lamivudine Tablets (Dovato),https://www.rxlist.com/dovato-drug.htm
"Dolutegravir and Rilpivirine Tablets, for Oral Use (Juluca)",https://www.rxlist.com/juluca-drug.htm
Donanemab-azbt) Injection (Kisunla),https://www.rxlist.com/kisunla-drug.htm
Donepezil (Aricept),https://www.rxlist.com/aricept-drug.htm
Donepezil Hydrochloride (Adlarity),https://www.rxlist.com/adlarity-drug.htm
Donislecel-jujn Allogeneic Pancreatic Islet Cellular (Lantidra),https://www.rxlist.com/lantidra-drug.htm
"Donnatal Extentabs (Belladonna Alkaloids, Phenobarbital)",https://www.rxlist.com/donnatal-drug.htm
"Donnatal Tablets (Phenobarbital, Hyoscyamine Sulfate, Atropine Sulfate, Scopolamine Hydrobromide Tablets)",https://www.rxlist.com/donnatal-tablets-drug.htm
Dopamine (Dopamine Hydrochloride),https://www.rxlist.com/dopamine-drug.htm
Dopamine Hydrochloride (Dopamine),https://www.rxlist.com/dopamine-drug.htm
Dopram (Doxapram),https://www.rxlist.com/dopram-drug.htm
Doptelet (Avatrombopag Tablets),https://www.rxlist.com/doptelet-drug.htm
Doral (Quazepam Tablets),https://www.rxlist.com/doral-drug.htm
Doravirine Tablets (Pifeltro),https://www.rxlist.com/pifeltro-drug.htm
"Doravirine, Lamivudine, and Tenofovir Disoproxil Fumarate Tablets (Delstrigo)",https://www.rxlist.com/delstrigo-drug.htm
Doribax (Doripenem for Injection),https://www.rxlist.com/doribax-drug.htm
Doripenem for Injection (Doribax),https://www.rxlist.com/doribax-drug.htm
Dornase alfa (Pulmozyme),https://www.rxlist.com/pulmozyme-drug.htm
Doryx (Doxycycline Hyclate),https://www.rxlist.com/doryx-drug.htm
Dorzolamide Hydrochloride Ophthalmic Solution (Trusopt),https://www.rxlist.com/trusopt-drug.htm
Dorzolamide Hydrochloride-Timolol Maleate Ophthalmic Solution (Cosopt),https://www.rxlist.com/cosopt-drug.htm
Dostarlimab-gxly Injection (Jemperli),https://www.rxlist.com/jemperli-drug.htm
Dostinex (Cabergoline),https://www.rxlist.com/dostinex-drug.htm
Dotarem (Gadoterate Meglumine for Use with Magnetic Resonance Imaging),https://www.rxlist.com/dotarem-drug.htm
Doutegravir 50mg Tablets (Tivicay),https://www.rxlist.com/tivicay-drug.htm
Dovato (Dolutegravir and Lamivudine Tablets),https://www.rxlist.com/dovato-drug.htm
Dovonex Cream (Calcipotriene Cream),https://www.rxlist.com/dovonex-cream-drug.htm
Dovonex Ointment (Calcipotriene Ointment),https://www.rxlist.com/dovonex-ointment-drug.htm
Dovonex Scalp (Calcipotriene Solution),https://www.rxlist.com/dovonex-scalp-drug.htm
Doxacurium Chloride (Nuromax),https://www.rxlist.com/nuromax-drug.htm
Doxapram (Dopram),https://www.rxlist.com/dopram-drug.htm
Doxazosin Mesylate (Cardura),https://www.rxlist.com/cardura-drug.htm
Doxazosin Mesylate Extended Release Tablets (Cardura XL),https://www.rxlist.com/cardura-xl-drug.htm
Doxepin (Sinequan),https://www.rxlist.com/sinequan-drug.htm
Doxepin (Prudoxin),https://www.rxlist.com/prudoxin-drug.htm
Doxepin (Zonalon),https://www.rxlist.com/zonalon-drug.htm
Doxepin Tablets (Silenor),https://www.rxlist.com/silenor-drug.htm
Doxercalciferol Injection (Hectorol Injection),https://www.rxlist.com/hectorol-injection-drug.htm
Doxercalciferol Liquid Filled Capsule (Hectorol),https://www.rxlist.com/hectorol-drug.htm
Doxil (Doxorubicin Hcl Liposome Injection),https://www.rxlist.com/doxil-drug.htm
doxorubicin (Lipodox),https://www.rxlist.com/lipodox-drug.htm
Doxorubicin Hcl Liposome Injection (Doxil),https://www.rxlist.com/doxil-drug.htm
Doxorubicin hydrochloride (Adriamycin PFS),https://www.rxlist.com/adriamycin-pfs-drug.htm
Doxorubicin Hydrochloride Injection (Doxorubicin Hydrochloride Injection),https://www.rxlist.com/doxorubicin-hydrochloride-drug.htm
Doxy 100 & 200 (Doxycycline for Injection),https://www.rxlist.com/doxy-100-200-drug.htm
Doxycycline (Monodox),https://www.rxlist.com/monodox-drug.htm
Doxycycline (Oracea),https://www.rxlist.com/oracea-drug.htm
Doxycycline Calcium Oral (Vibramycin),https://www.rxlist.com/vibramycin-drug.htm
Doxycycline for Injection (Doxy 100 & 200),https://www.rxlist.com/doxy-100-200-drug.htm
Doxycycline Hyclate (Atridox),https://www.rxlist.com/atridox-drug.htm
Doxycycline Hyclate (Periostat),https://www.rxlist.com/periostat-drug.htm
Doxycycline Hyclate (Doryx),https://www.rxlist.com/doryx-drug.htm
Doxycycline hyclate (Vibramycin Intravenous),https://www.rxlist.com/vibramycin-iv-drug.htm
Doxycycline Hyclate (Doxycycline Hyclate Delayed-release Tablets ),https://www.rxlist.com/doxycycline-hyclate-drug.htm
Doxycycline Hyclate Delayed-release Tablets  (Doxycycline Hyclate),https://www.rxlist.com/doxycycline-hyclate-drug.htm
Doxycycline Hyclate Tablets (Lymepak),https://www.rxlist.com/lymepak-drug.htm
"Doxycycline Hyclate Tablets, USP (Acticlate)",https://www.rxlist.com/acticlate-drug.htm
Doxycycline Monohydrate Capsules (Okebo),https://www.rxlist.com/okebo-drug.htm
Doxycycline Tablets (Targadox),https://www.rxlist.com/targadox-drug.htm
Doxycyline Capsules (Adoxa),https://www.rxlist.com/adoxa-drug.htm
Doxylamine Succinate and Pyridoxine Hydrochloride (Bonjesta Extended-Release Tablets),https://www.rxlist.com/bonjesta-drug.htm
Doxylamine Succinate and Pyridoxine Hydrochloride Delayed-release Tablets (Diclegis),https://www.rxlist.com/diclegis-drug.htm
Drax Exametazime (Exametazime Systemic Intravenous Use),https://www.rxlist.com/drax-exametazime-drug.htm
Draximage DTPA (Technetium Tc 99m Pentetate Injection),https://www.rxlist.com/draximage-dtpa-drug.htm
Drisdol (Ergocalciferol Capsules),https://www.rxlist.com/drisdol-drug.htm
Dritho-Scalp (Anthralin),https://www.rxlist.com/dritho-scalp-drug.htm
Drizalma Sprinkle (Duloxetine Delayed-release Capsules),https://www.rxlist.com/drizalma-sprinkle-drug.htm
Dronabinol Capsules (Marinol),https://www.rxlist.com/marinol-drug.htm
Dronedarone Tablets (Multaq),https://www.rxlist.com/multaq-drug.htm
Droperidol (Inapsine),https://www.rxlist.com/inapsine-drug.htm
Drospirenone and Estetrol Tablets (Nextstellis),https://www.rxlist.com/nextstellis-drug.htm
Drospirenone and Estradiol (Angeliq),https://www.rxlist.com/angeliq-drug.htm
Drospirenone and Ethinyl Estradiol (Yasmin),https://www.rxlist.com/yasmin-drug.htm
Drospirenone and Ethinyl Estradiol (Yaz),https://www.rxlist.com/yaz-drug.htm
Drospirenone and Ethinyl Estradiol Tablets (Lo-Zumandimine),https://www.rxlist.com/lo-zumandimine-drug.htm
Drospirenone and Ethinyl Estradiol Tablets (Loryna),https://www.rxlist.com/loryna-drug.htm
Drospirenone and Ethinyl Estradiol Tablets (Nikki),https://www.rxlist.com/nikki-drug.htm
Drospirenone and Ethinyl Estradiol Tablets (Syeda),https://www.rxlist.com/syeda-drug.htm
Drospirenone Tablets (Slynd),https://www.rxlist.com/slynd-drug.htm
"Drospirenone, Ethinyl Estradiol and Levomefolate Calcium Tablets (Tydemy)",https://www.rxlist.com/tydemy-drug.htm
Drospirenone/Ethinyl Estradiol (Gianvi),https://www.rxlist.com/gianvi-drug.htm
"Drospirenone/ethinyl Estradiol Tablets, for Oral Use (Ocella)",https://www.rxlist.com/ocella-drug.htm
Drospirenone/Ethinyl Estradiol/ Levomefolate Calcium Tablets and Levomefolate Calcuim Tablets (Beyaz),https://www.rxlist.com/beyaz-drug.htm
Drospirenone/Ethinyl Estradiol/Levomefolate Calcium Tablets and Levomefolate (Safyral),https://www.rxlist.com/safyral-drug.htm
Drotrecogin alfa (Xigris),https://www.rxlist.com/xigris-drug.htm
Droxia (Hydroxyurea Capsules),https://www.rxlist.com/droxia-drug.htm
Droxidopa Capsules (Northera),https://www.rxlist.com/northera-drug.htm
Dsuvia (Sufentanil Sublingual Tablet),https://www.rxlist.com/dsuvia-drug.htm
Dtic-Dome (Dacarbazine),https://www.rxlist.com/dtic-dome-drug.htm
DTP (Diphtheria and Tetanus Toxoids and Pertussis Vaccine Adsorbed USP),https://www.rxlist.com/dtp-drug.htm
Duac Topical Gel (Clindamycin Benzoyl Peroxide),https://www.rxlist.com/duac-drug.htm
Duagen (Dutasteride),https://www.rxlist.com/duagen-drug.htm
Duaklir Pressair (Aclidinium Bromide and Formoterol Fumarate Inhalation Powder),https://www.rxlist.com/duaklir-pressair-drug.htm
Duavee (Conjugated Estrogens and Bazedoxifene Tablets),https://www.rxlist.com/duavee-drug.htm
Duetact (Pioglitazone Hydrochloride and Glimepiride Tablets),https://www.rxlist.com/duetact-drug.htm
Duexis (Ibuprofen and Famotidine Tablets),https://www.rxlist.com/duexis-drug.htm
"Dulaglutide Injection, for Subcutaneous Use (Trulicity)",https://www.rxlist.com/trulicity-drug.htm
Dulcolax (Bisacodyl Suppositories),https://www.rxlist.com/dulcolax-drug.htm
"Dulera (Mometasone Furoate, Formoterol Fumarate Dihydrate Inhalation)",https://www.rxlist.com/dulera-drug.htm
Duloxetine Capsules (Irenka),https://www.rxlist.com/irenka-drug.htm
Duloxetine Delayed-release Capsules (Drizalma Sprinkle),https://www.rxlist.com/drizalma-sprinkle-drug.htm
Duloxetine Hcl (Cymbalta),https://www.rxlist.com/cymbalta-drug.htm
Duobrii (Halobetasol Propionate and Tazarotene Lotion),https://www.rxlist.com/duobrii-drug.htm
DuoDote (Atropine and Pralidoxime Chloride Injection),https://www.rxlist.com/duodote-drug.htm
Duoneb (Ipratropium Bromide and Albuterol Sulfate),https://www.rxlist.com/duoneb-drug.htm
Duopa (Carbidopa and Levodopa Enteral Suspension),https://www.rxlist.com/duopa-drug.htm
Dupilumab Injection (Dupixent),https://www.rxlist.com/dupixent-drug.htm
Dupixent (Dupilumab Injection),https://www.rxlist.com/dupixent-drug.htm
Duraclon (Clonidine Injection),https://www.rxlist.com/duraclon-drug.htm
Duragesic (Fentanyl Transdermal),https://www.rxlist.com/duragesic-drug.htm
Duramorph (Morphine Injection),https://www.rxlist.com/duramorph-drug.htm
Duranest (Etidocaine HCl),https://www.rxlist.com/duranest-drug.htm
Durezol (Difluprednate Opthalmic Emulsion),https://www.rxlist.com/durezol-drug.htm
Duricef (Brand Name is Discontinued) (Cefadroxil),https://www.rxlist.com/duricef-drug.htm
Durlaza (Aspirin Capsules),https://www.rxlist.com/durlaza-drug.htm
Durvalumab Injection (Imfinzi),https://www.rxlist.com/imfinzi-drug.htm
Durysta (Bimatoprost Implant),https://www.rxlist.com/durysta-drug.htm
Dutasteride (Duagen),https://www.rxlist.com/duagen-drug.htm
Dutasteride (Avodart),https://www.rxlist.com/avodart-drug.htm
Dutasteride and Tamsulosin Hydrochloride Capsules (Jalyn),https://www.rxlist.com/jalyn-drug.htm
Dutoprol (Metroprolol),https://www.rxlist.com/dutoprol-drug.htm
Dutrebis (Lamivudine and Raltegravir Film-coated Tablets),https://www.rxlist.com/dutrebis-drug.htm
Duvelisi Capsules (Copiktra),https://www.rxlist.com/copiktra-drug.htm
Duvyzat (Givinostat Oral Suspension),https://www.rxlist.com/duvyzat-drug.htm
Duzallo (Lesinurad and Allopurinol Tablets),https://www.rxlist.com/duzallo-drug.htm
Dxevo (Dexamethasone Tablets ),https://www.rxlist.com/dxevo-drug.htm
Dyanavel XR (Amphetamine Extended-release Oral Suspension),https://www.rxlist.com/dyanavel-xr-drug.htm
Dyazide (Hydrochlorothiazide and Triamterene),https://www.rxlist.com/dyazide-drug.htm
Dyloject (Diclofenac Sodium for Injection),https://www.rxlist.com/dyloject-drug.htm
Dymista (Azelastine Hydrochloride and Fluticasone Propionate),https://www.rxlist.com/dymista-drug.htm
Dyna-Hex 2 (Chlorhexidine Gluconate Liquid),https://www.rxlist.com/dyna-hex-2-drug.htm
Dynacin (Minocycline Hydrochloride Tablets),https://www.rxlist.com/dynacin-drug.htm
Dynacirc (Isradipine),https://www.rxlist.com/dynacirc-drug.htm
Dynacirc CR (Isradipine),https://www.rxlist.com/dynacirc-cr-drug.htm
Dyphylline (Lufyllin),https://www.rxlist.com/lufyllin-drug.htm
Dyrenium (Triamterene),https://www.rxlist.com/dyrenium-drug.htm
Dysport (Abobotulinumtoxin A Injection),https://www.rxlist.com/dysport-drug.htm
E-Z-HD (Barium Sulfate Oral Suspension ),https://www.rxlist.com/e-z-hd-drug.htm
E.E.S. (Erythromycin Ethylsuccinate),https://www.rxlist.com/erythromycin-ethylsuccinate-drug.htm
"Ebanga (Ansuvimab-zykl for Injection, for Intravenous Use)",https://www.rxlist.com/ebanga-drug.htm
Ebglyss (Lebrikizumab-lbkz Injection),https://www.rxlist.com/ebglyss-drug.htm
"Ebola Zaire Vaccine, Live Suspension for Intramuscular Injection (Ervebo)",https://www.rxlist.com/ervebo-drug.htm
Ecallantide Injection (Kalbitor),https://www.rxlist.com/kalbitor-drug.htm
Echothiophate Iodide for Ophthalmic Solution (Phospholine Iodide),https://www.rxlist.com/phospholine-drug.htm
Econazole Nitrate (Spectazole),https://www.rxlist.com/spectazole-drug.htm
Econazole Nitrate Cream (Econazole Nitrate Cream),https://www.rxlist.com/econazole-nitrate-cream-drug.htm
"Econazole Nitrate Topical Foam, 1% (Ecoza)",https://www.rxlist.com/ecoza-drug.htm
"Ecoza (Econazole Nitrate Topical Foam, 1%)",https://www.rxlist.com/ecoza-drug.htm
Eculizumab (Soliris),https://www.rxlist.com/soliris-drug.htm
"Eculizumab-aagh Injection, for Intravenous Use (Epysqli)",https://www.rxlist.com/epysqli-drug.htm
Eculizumab-aeeb for Injection (Bkemv),https://www.rxlist.com/bkemv-drug.htm
Edaravone Injection (Radicava),https://www.rxlist.com/radicava-drug.htm
Edaravone Oral Suspension (Radicava ORS),https://www.rxlist.com/radicava-ors-drug.htm
Edarbi (azilsartan medoxomil),https://www.rxlist.com/edarbi-drug.htm
Edarbyclor (Azilsartan Medoxomil and Chlorthalidone Tablets),https://www.rxlist.com/edarbyclor-drug.htm
Edecrin (Ethacrynic Acid),https://www.rxlist.com/edecrin-drug.htm
Edetate (Endrate),https://www.rxlist.com/endrate-drug.htm
Edetate Calcium Disodium Injection (Calcium Disodium Versenate),https://www.rxlist.com/calcium-disodium-versenate-drug.htm
Edex (Alprostadil for Injection),https://www.rxlist.com/edex-drug.htm
Edluar (Zolpidem Tartrate Sublingual Tablets),https://www.rxlist.com/edluar-drug.htm
Edoxaban Tablets (Savaysa),https://www.rxlist.com/savaysa-drug.htm
Edrophonium Chloride and Atropine Sulfate (Enlon Plus),https://www.rxlist.com/enlon-plus-drug.htm
Edrophonium Injection (Enlon),https://www.rxlist.com/enlon-drug.htm
Edurant (Rilpivirine Tablets),https://www.rxlist.com/edurant-drug.htm
Edurant Ped (Rilpivirine Tablets for Oral Suspension),https://www.rxlist.com/edurant-ped-drug.htm
EEMT (Esterified Estrogens and Methyltestosterone Tablets),https://www.rxlist.com/eemt-drug.htm
Efalizumab (Raptiva),https://www.rxlist.com/raptiva-drug.htm
Efavirenz (Sustiva),https://www.rxlist.com/sustiva-drug.htm
"Efavirenz, Emtricitabine, and Tenofovir Disoproxil Fumarate (Atripla)",https://www.rxlist.com/atripla-drug.htm
"efavirenz, lamivudine and tenofovir disoproxil fumarate (SYMFI)",https://www.rxlist.com/symfi-drug.htm
"Efavirenz, Lamivudine and Tenofovir Disoproxil Fumarate Tablets (Symfi Lo)",https://www.rxlist.com/symfi-lo-drug.htm
Efbemalenograstim Alfa-vuxw Injection (Ryzneuta),https://www.rxlist.com/ryzneuta-drug.htm
Effexor (Venlafaxine Hydrochloride),https://www.rxlist.com/effexor-drug.htm
Effexor XR (Venlafaxine Hydrochloride Extended-Release),https://www.rxlist.com/effexor-xr-drug.htm
Effient (Prasugrel Tablets),https://www.rxlist.com/effient-drug.htm
Efgartigimod Alfa and Hyaluronidase-qvfc Injection (Vyvgart Hytrulo),https://www.rxlist.com/vyvgart-hytrulo-drug.htm
efgartigimod alfa-fcab injection (Vyvgart),https://www.rxlist.com/vyvgart-drug.htm
Efinaconazole Topical Solution (Jublia),https://www.rxlist.com/jublia-drug.htm
eflapegrastim-xnst for Injection (Rolvedon),https://www.rxlist.com/rolvedon-drug.htm
Eflornithine (Vaniqa),https://www.rxlist.com/vaniqa-drug.htm
Eflornithine Tablets (Iwilfin),https://www.rxlist.com/iwilfin-drug.htm
Efudex (Fluorouracil),https://www.rxlist.com/efudex-drug.htm
Egaten (Triclabendazole Tablets),https://www.rxlist.com/egaten-drug.htm
Egrifta (Tesamorelin Injection),https://www.rxlist.com/egrifta-drug.htm
Egrifta SV (Tesamorelin for Injection),https://www.rxlist.com/egrifta-sv-drug.htm
Eiglustat Capsules (Cerdelga),https://www.rxlist.com/cerdelga-drug.htm
Elacestrant Tablets (Orserdu),https://www.rxlist.com/orserdu-drug.htm
Elafibranor Tablets (Iqirvo),https://www.rxlist.com/iqirvo-drug.htm
