INDEX,Drug_Name,URL
2355,"Ditrizoate Meglumine Injection USP, 30% (Cystografin)",https://www.rxlist.com/cystografin-drug.htm
2356,Ditropan (Oxybutynin Tablets),https://www.rxlist.com/ditropan-drug.htm
2357,Ditropan XL (Oxybutynin Chloride Extended Release Tablets),https://www.rxlist.com/ditropan-xl-drug.htm
2358,Diucardin (Hydroflumethiazide),https://www.rxlist.com/diucardin-drug.htm
2359,Diuril (Chlorothiazide),https://www.rxlist.com/diuril-drug.htm
2360,Divalproex Sodium (Depakote ER),https://www.rxlist.com/depakote-er-drug.htm
2361,Divalproex Sodium Sprinkle Capsules (Depakote Sprinkle Capsules),https://www.rxlist.com/depakote-sprinkle-capsules-drug.htm
2362,Divigel (Estradiol Gel),https://www.rxlist.com/divigel-drug.htm
2363,Dltiazem Hydrochloride Extended Release Tablets (Matzim LA ),https://www.rxlist.com/matzim-la-drug.htm
2364,DMSO (Rimso-50),https://www.rxlist.com/rimso-50-drug.htm
2365,Dobutamine (Dobutamine),https://www.rxlist.com/dobutamine-drug.htm
2366,Docefrez (docetaxel),https://www.rxlist.com/docefrez-drug.htm
2367,docetaxel (Docefrez),https://www.rxlist.com/docefrez-drug.htm
2368,Docetaxel for Injection (Taxotere),https://www.rxlist.com/taxotere-drug.htm
2369,Docetaxel Injection (Docivyx),https://www.rxlist.com/docivyx-drug.htm
2370,Docivyx (Docetaxel Injection),https://www.rxlist.com/docivyx-drug.htm
2371,Docosanol Cream (Abreva),https://www.rxlist.com/abreva-drug.htm
2372,Dofetilide (Tikosyn),https://www.rxlist.com/tikosyn-drug.htm
2373,Dojolvi (Triheptanoin Oral Liquid),https://www.rxlist.com/dojolvi-drug.htm
2374,Dolasetron (Anzemet Tablets),https://www.rxlist.com/anzemet-tablets-drug.htm
2375,Dolasetron Mesylate Injection (Anzemet Injection),https://www.rxlist.com/anzemet-injection-drug.htm
2376,Dolishale (Levonorgestrel and Ethinyl Estradiol),https://www.rxlist.com/dolishale-drug.htm
2377,Dolobid (Diflunisal),https://www.rxlist.com/dolobid-drug.htm
2378,Dolophine (Methadone Tablets),https://www.rxlist.com/methadone-hydrochloride-drug.htm
2379,Dolutegravir and Lamivudine Tablets (Dovato),https://www.rxlist.com/dovato-drug.htm
2380,"Dolutegravir and Rilpivirine Tablets, for Oral Use (Juluca)",https://www.rxlist.com/juluca-drug.htm
2381,Donanemab-azbt) Injection (Kisunla),https://www.rxlist.com/kisunla-drug.htm
2382,Donepezil (Aricept),https://www.rxlist.com/aricept-drug.htm
2383,Donepezil Hydrochloride (Adlarity),https://www.rxlist.com/adlarity-drug.htm
2384,Donislecel-jujn Allogeneic Pancreatic Islet Cellular (Lantidra),https://www.rxlist.com/lantidra-drug.htm
2385,"Donnatal Extentabs (Belladonna Alkaloids, Phenobarbital)",https://www.rxlist.com/donnatal-drug.htm
2386,"Donnatal Tablets (Phenobarbital, Hyoscyamine Sulfate, Atropine Sulfate, Scopolamine Hydrobromide Tablets)",https://www.rxlist.com/donnatal-tablets-drug.htm
2387,Dopamine (Dopamine Hydrochloride),https://www.rxlist.com/dopamine-drug.htm
2388,Dopamine Hydrochloride (Dopamine),https://www.rxlist.com/dopamine-drug.htm
2389,Dopram (Doxapram),https://www.rxlist.com/dopram-drug.htm
2390,Doptelet (Avatrombopag Tablets),https://www.rxlist.com/doptelet-drug.htm
2391,Doral (Quazepam Tablets),https://www.rxlist.com/doral-drug.htm
2392,Doravirine Tablets (Pifeltro),https://www.rxlist.com/pifeltro-drug.htm
2393,"Doravirine, Lamivudine, and Tenofovir Disoproxil Fumarate Tablets (Delstrigo)",https://www.rxlist.com/delstrigo-drug.htm
2394,Doribax (Doripenem for Injection),https://www.rxlist.com/doribax-drug.htm
2395,Doripenem for Injection (Doribax),https://www.rxlist.com/doribax-drug.htm
2396,Dornase alfa (Pulmozyme),https://www.rxlist.com/pulmozyme-drug.htm
2397,Doryx (Doxycycline Hyclate),https://www.rxlist.com/doryx-drug.htm
2398,Dorzolamide Hydrochloride Ophthalmic Solution (Trusopt),https://www.rxlist.com/trusopt-drug.htm
2399,Dorzolamide Hydrochloride-Timolol Maleate Ophthalmic Solution (Cosopt),https://www.rxlist.com/cosopt-drug.htm
2400,Dostarlimab-gxly Injection (Jemperli),https://www.rxlist.com/jemperli-drug.htm
2401,Dostinex (Cabergoline),https://www.rxlist.com/dostinex-drug.htm
2402,Dotarem (Gadoterate Meglumine for Use with Magnetic Resonance Imaging),https://www.rxlist.com/dotarem-drug.htm
2403,Doutegravir 50mg Tablets (Tivicay),https://www.rxlist.com/tivicay-drug.htm
2404,Dovato (Dolutegravir and Lamivudine Tablets),https://www.rxlist.com/dovato-drug.htm
2405,Dovonex Cream (Calcipotriene Cream),https://www.rxlist.com/dovonex-cream-drug.htm
2406,Dovonex Ointment (Calcipotriene Ointment),https://www.rxlist.com/dovonex-ointment-drug.htm
2407,Dovonex Scalp (Calcipotriene Solution),https://www.rxlist.com/dovonex-scalp-drug.htm
2408,Doxacurium Chloride (Nuromax),https://www.rxlist.com/nuromax-drug.htm
2409,Doxapram (Dopram),https://www.rxlist.com/dopram-drug.htm
2410,Doxazosin Mesylate (Cardura),https://www.rxlist.com/cardura-drug.htm
2411,Doxazosin Mesylate Extended Release Tablets (Cardura XL),https://www.rxlist.com/cardura-xl-drug.htm
2412,Doxepin (Sinequan),https://www.rxlist.com/sinequan-drug.htm
2413,Doxepin (Prudoxin),https://www.rxlist.com/prudoxin-drug.htm
2414,Doxepin (Zonalon),https://www.rxlist.com/zonalon-drug.htm
2415,Doxepin Tablets (Silenor),https://www.rxlist.com/silenor-drug.htm
2416,Doxercalciferol Injection (Hectorol Injection),https://www.rxlist.com/hectorol-injection-drug.htm
2417,Doxercalciferol Liquid Filled Capsule (Hectorol),https://www.rxlist.com/hectorol-drug.htm
2418,Doxil (Doxorubicin Hcl Liposome Injection),https://www.rxlist.com/doxil-drug.htm
2419,doxorubicin (Lipodox),https://www.rxlist.com/lipodox-drug.htm
2420,Doxorubicin Hcl Liposome Injection (Doxil),https://www.rxlist.com/doxil-drug.htm
2421,Doxorubicin hydrochloride (Adriamycin PFS),https://www.rxlist.com/adriamycin-pfs-drug.htm
2422,Doxorubicin Hydrochloride Injection (Doxorubicin Hydrochloride Injection),https://www.rxlist.com/doxorubicin-hydrochloride-drug.htm
2423,Doxy 100 & 200 (Doxycycline for Injection),https://www.rxlist.com/doxy-100-200-drug.htm
2424,Doxycycline (Monodox),https://www.rxlist.com/monodox-drug.htm
2425,Doxycycline (Oracea),https://www.rxlist.com/oracea-drug.htm
2426,Doxycycline Calcium Oral (Vibramycin),https://www.rxlist.com/vibramycin-drug.htm
2427,Doxycycline for Injection (Doxy 100 & 200),https://www.rxlist.com/doxy-100-200-drug.htm
2428,Doxycycline Hyclate (Atridox),https://www.rxlist.com/atridox-drug.htm
2429,Doxycycline Hyclate (Periostat),https://www.rxlist.com/periostat-drug.htm
2430,Doxycycline Hyclate (Doryx),https://www.rxlist.com/doryx-drug.htm
2431,Doxycycline hyclate (Vibramycin Intravenous),https://www.rxlist.com/vibramycin-iv-drug.htm
2432,Doxycycline Hyclate (Doxycycline Hyclate Delayed-release Tablets ),https://www.rxlist.com/doxycycline-hyclate-drug.htm
2433,Doxycycline Hyclate Delayed-release Tablets  (Doxycycline Hyclate),https://www.rxlist.com/doxycycline-hyclate-drug.htm
2434,Doxycycline Hyclate Tablets (Lymepak),https://www.rxlist.com/lymepak-drug.htm
2435,"Doxycycline Hyclate Tablets, USP (Acticlate)",https://www.rxlist.com/acticlate-drug.htm
2436,Doxycycline Monohydrate Capsules (Okebo),https://www.rxlist.com/okebo-drug.htm
2437,Doxycycline Tablets (Targadox),https://www.rxlist.com/targadox-drug.htm
2438,Doxycyline Capsules (Adoxa),https://www.rxlist.com/adoxa-drug.htm
2439,Doxylamine Succinate and Pyridoxine Hydrochloride (Bonjesta Extended-Release Tablets),https://www.rxlist.com/bonjesta-drug.htm
2440,Doxylamine Succinate and Pyridoxine Hydrochloride Delayed-release Tablets (Diclegis),https://www.rxlist.com/diclegis-drug.htm
2441,Drax Exametazime (Exametazime Systemic Intravenous Use),https://www.rxlist.com/drax-exametazime-drug.htm
2442,Draximage DTPA (Technetium Tc 99m Pentetate Injection),https://www.rxlist.com/draximage-dtpa-drug.htm
2443,Drisdol (Ergocalciferol Capsules),https://www.rxlist.com/drisdol-drug.htm
2444,Dritho-Scalp (Anthralin),https://www.rxlist.com/dritho-scalp-drug.htm
2445,Drizalma Sprinkle (Duloxetine Delayed-release Capsules),https://www.rxlist.com/drizalma-sprinkle-drug.htm
2446,Dronabinol Capsules (Marinol),https://www.rxlist.com/marinol-drug.htm
2447,Dronedarone Tablets (Multaq),https://www.rxlist.com/multaq-drug.htm
2448,Droperidol (Inapsine),https://www.rxlist.com/inapsine-drug.htm
2449,Drospirenone and Estetrol Tablets (Nextstellis),https://www.rxlist.com/nextstellis-drug.htm
2450,Drospirenone and Estradiol (Angeliq),https://www.rxlist.com/angeliq-drug.htm
2451,Drospirenone and Ethinyl Estradiol (Yasmin),https://www.rxlist.com/yasmin-drug.htm
2452,Drospirenone and Ethinyl Estradiol (Yaz),https://www.rxlist.com/yaz-drug.htm
2453,Drospirenone and Ethinyl Estradiol Tablets (Lo-Zumandimine),https://www.rxlist.com/lo-zumandimine-drug.htm
2454,Drospirenone and Ethinyl Estradiol Tablets (Loryna),https://www.rxlist.com/loryna-drug.htm
2455,Drospirenone and Ethinyl Estradiol Tablets (Nikki),https://www.rxlist.com/nikki-drug.htm
2456,Drospirenone and Ethinyl Estradiol Tablets (Syeda),https://www.rxlist.com/syeda-drug.htm
2457,Drospirenone Tablets (Slynd),https://www.rxlist.com/slynd-drug.htm
2458,"Drospirenone, Ethinyl Estradiol and Levomefolate Calcium Tablets (Tydemy)",https://www.rxlist.com/tydemy-drug.htm
2459,Drospirenone/Ethinyl Estradiol (Gianvi),https://www.rxlist.com/gianvi-drug.htm
2460,"Drospirenone/ethinyl Estradiol Tablets, for Oral Use (Ocella)",https://www.rxlist.com/ocella-drug.htm
2461,Drospirenone/Ethinyl Estradiol/ Levomefolate Calcium Tablets and Levomefolate Calcuim Tablets (Beyaz),https://www.rxlist.com/beyaz-drug.htm
2462,Drospirenone/Ethinyl Estradiol/Levomefolate Calcium Tablets and Levomefolate (Safyral),https://www.rxlist.com/safyral-drug.htm
2463,Drotrecogin alfa (Xigris),https://www.rxlist.com/xigris-drug.htm
2464,Droxia (Hydroxyurea Capsules),https://www.rxlist.com/droxia-drug.htm
2465,Droxidopa Capsules (Northera),https://www.rxlist.com/northera-drug.htm
2466,Dsuvia (Sufentanil Sublingual Tablet),https://www.rxlist.com/dsuvia-drug.htm
2467,Dtic-Dome (Dacarbazine),https://www.rxlist.com/dtic-dome-drug.htm
2468,DTP (Diphtheria and Tetanus Toxoids and Pertussis Vaccine Adsorbed USP),https://www.rxlist.com/dtp-drug.htm
2469,Duac Topical Gel (Clindamycin Benzoyl Peroxide),https://www.rxlist.com/duac-drug.htm
2470,Duagen (Dutasteride),https://www.rxlist.com/duagen-drug.htm
2471,Duaklir Pressair (Aclidinium Bromide and Formoterol Fumarate Inhalation Powder),https://www.rxlist.com/duaklir-pressair-drug.htm
2472,Duavee (Conjugated Estrogens and Bazedoxifene Tablets),https://www.rxlist.com/duavee-drug.htm
2473,Duetact (Pioglitazone Hydrochloride and Glimepiride Tablets),https://www.rxlist.com/duetact-drug.htm
2474,Duexis (Ibuprofen and Famotidine Tablets),https://www.rxlist.com/duexis-drug.htm
2475,"Dulaglutide Injection, for Subcutaneous Use (Trulicity)",https://www.rxlist.com/trulicity-drug.htm
2476,Dulcolax (Bisacodyl Suppositories),https://www.rxlist.com/dulcolax-drug.htm
2477,"Dulera (Mometasone Furoate, Formoterol Fumarate Dihydrate Inhalation)",https://www.rxlist.com/dulera-drug.htm
2478,Duloxetine Capsules (Irenka),https://www.rxlist.com/irenka-drug.htm
2479,Duloxetine Delayed-release Capsules (Drizalma Sprinkle),https://www.rxlist.com/drizalma-sprinkle-drug.htm
2480,Duloxetine Hcl (Cymbalta),https://www.rxlist.com/cymbalta-drug.htm
2481,Duobrii (Halobetasol Propionate and Tazarotene Lotion),https://www.rxlist.com/duobrii-drug.htm
2482,DuoDote (Atropine and Pralidoxime Chloride Injection),https://www.rxlist.com/duodote-drug.htm
2483,Duoneb (Ipratropium Bromide and Albuterol Sulfate),https://www.rxlist.com/duoneb-drug.htm
2484,Duopa (Carbidopa and Levodopa Enteral Suspension),https://www.rxlist.com/duopa-drug.htm
2485,Dupilumab Injection (Dupixent),https://www.rxlist.com/dupixent-drug.htm
2486,Dupixent (Dupilumab Injection),https://www.rxlist.com/dupixent-drug.htm
2487,Duraclon (Clonidine Injection),https://www.rxlist.com/duraclon-drug.htm
2488,Duragesic (Fentanyl Transdermal),https://www.rxlist.com/duragesic-drug.htm
2489,Duramorph (Morphine Injection),https://www.rxlist.com/duramorph-drug.htm
2490,Duranest (Etidocaine HCl),https://www.rxlist.com/duranest-drug.htm
2491,Durezol (Difluprednate Opthalmic Emulsion),https://www.rxlist.com/durezol-drug.htm
2492,Duricef (Brand Name is Discontinued) (Cefadroxil),https://www.rxlist.com/duricef-drug.htm
2493,Durlaza (Aspirin Capsules),https://www.rxlist.com/durlaza-drug.htm
2494,Durvalumab Injection (Imfinzi),https://www.rxlist.com/imfinzi-drug.htm
2495,Durysta (Bimatoprost Implant),https://www.rxlist.com/durysta-drug.htm
2496,Dutasteride (Duagen),https://www.rxlist.com/duagen-drug.htm
2497,Dutasteride (Avodart),https://www.rxlist.com/avodart-drug.htm
2498,Dutasteride and Tamsulosin Hydrochloride Capsules (Jalyn),https://www.rxlist.com/jalyn-drug.htm
2499,Dutoprol (Metroprolol),https://www.rxlist.com/dutoprol-drug.htm
2500,Dutrebis (Lamivudine and Raltegravir Film-coated Tablets),https://www.rxlist.com/dutrebis-drug.htm
2501,Duvelisi Capsules (Copiktra),https://www.rxlist.com/copiktra-drug.htm
2502,Duvyzat (Givinostat Oral Suspension),https://www.rxlist.com/duvyzat-drug.htm
2503,Duzallo (Lesinurad and Allopurinol Tablets),https://www.rxlist.com/duzallo-drug.htm
2504,Dxevo (Dexamethasone Tablets ),https://www.rxlist.com/dxevo-drug.htm
2505,Dyanavel XR (Amphetamine Extended-release Oral Suspension),https://www.rxlist.com/dyanavel-xr-drug.htm
2506,Dyazide (Hydrochlorothiazide and Triamterene),https://www.rxlist.com/dyazide-drug.htm
2507,Dyloject (Diclofenac Sodium for Injection),https://www.rxlist.com/dyloject-drug.htm
2508,Dymista (Azelastine Hydrochloride and Fluticasone Propionate),https://www.rxlist.com/dymista-drug.htm
2509,Dyna-Hex 2 (Chlorhexidine Gluconate Liquid),https://www.rxlist.com/dyna-hex-2-drug.htm
2510,Dynacin (Minocycline Hydrochloride Tablets),https://www.rxlist.com/dynacin-drug.htm
2511,Dynacirc (Isradipine),https://www.rxlist.com/dynacirc-drug.htm
2512,Dynacirc CR (Isradipine),https://www.rxlist.com/dynacirc-cr-drug.htm
2513,Dyphylline (Lufyllin),https://www.rxlist.com/lufyllin-drug.htm
2514,Dyrenium (Triamterene),https://www.rxlist.com/dyrenium-drug.htm
2515,Dysport (Abobotulinumtoxin A Injection),https://www.rxlist.com/dysport-drug.htm
2516,E-Z-HD (Barium Sulfate Oral Suspension ),https://www.rxlist.com/e-z-hd-drug.htm
2517,E.E.S. (Erythromycin Ethylsuccinate),https://www.rxlist.com/erythromycin-ethylsuccinate-drug.htm
2518,"Ebanga (Ansuvimab-zykl for Injection, for Intravenous Use)",https://www.rxlist.com/ebanga-drug.htm
2519,Ebglyss (Lebrikizumab-lbkz Injection),https://www.rxlist.com/ebglyss-drug.htm
2520,"Ebola Zaire Vaccine, Live Suspension for Intramuscular Injection (Ervebo)",https://www.rxlist.com/ervebo-drug.htm
2521,Ecallantide Injection (Kalbitor),https://www.rxlist.com/kalbitor-drug.htm
2522,Echothiophate Iodide for Ophthalmic Solution (Phospholine Iodide),https://www.rxlist.com/phospholine-drug.htm
2523,Econazole Nitrate (Spectazole),https://www.rxlist.com/spectazole-drug.htm
2524,Econazole Nitrate Cream (Econazole Nitrate Cream),https://www.rxlist.com/econazole-nitrate-cream-drug.htm
2525,"Econazole Nitrate Topical Foam, 1% (Ecoza)",https://www.rxlist.com/ecoza-drug.htm
2526,"Ecoza (Econazole Nitrate Topical Foam, 1%)",https://www.rxlist.com/ecoza-drug.htm
2527,Eculizumab (Soliris),https://www.rxlist.com/soliris-drug.htm
2528,"Eculizumab-aagh Injection, for Intravenous Use (Epysqli)",https://www.rxlist.com/epysqli-drug.htm
2529,Eculizumab-aeeb for Injection (Bkemv),https://www.rxlist.com/bkemv-drug.htm
2530,Edaravone Injection (Radicava),https://www.rxlist.com/radicava-drug.htm
2531,Edaravone Oral Suspension (Radicava ORS),https://www.rxlist.com/radicava-ors-drug.htm
2532,Edarbi (azilsartan medoxomil),https://www.rxlist.com/edarbi-drug.htm
2533,Edarbyclor (Azilsartan Medoxomil and Chlorthalidone Tablets),https://www.rxlist.com/edarbyclor-drug.htm
2534,Edecrin (Ethacrynic Acid),https://www.rxlist.com/edecrin-drug.htm
2535,Edetate (Endrate),https://www.rxlist.com/endrate-drug.htm
2536,Edetate Calcium Disodium Injection (Calcium Disodium Versenate),https://www.rxlist.com/calcium-disodium-versenate-drug.htm
2537,Edex (Alprostadil for Injection),https://www.rxlist.com/edex-drug.htm
2538,Edluar (Zolpidem Tartrate Sublingual Tablets),https://www.rxlist.com/edluar-drug.htm
2539,Edoxaban Tablets (Savaysa),https://www.rxlist.com/savaysa-drug.htm
2540,Edrophonium Chloride and Atropine Sulfate (Enlon Plus),https://www.rxlist.com/enlon-plus-drug.htm
2541,Edrophonium Injection (Enlon),https://www.rxlist.com/enlon-drug.htm
2542,Edurant (Rilpivirine Tablets),https://www.rxlist.com/edurant-drug.htm
2543,Edurant Ped (Rilpivirine Tablets for Oral Suspension),https://www.rxlist.com/edurant-ped-drug.htm
2544,EEMT (Esterified Estrogens and Methyltestosterone Tablets),https://www.rxlist.com/eemt-drug.htm
2545,Efalizumab (Raptiva),https://www.rxlist.com/raptiva-drug.htm
2546,Efavirenz (Sustiva),https://www.rxlist.com/sustiva-drug.htm
2547,"Efavirenz, Emtricitabine, and Tenofovir Disoproxil Fumarate (Atripla)",https://www.rxlist.com/atripla-drug.htm
2548,"efavirenz, lamivudine and tenofovir disoproxil fumarate (SYMFI)",https://www.rxlist.com/symfi-drug.htm
2549,"Efavirenz, Lamivudine and Tenofovir Disoproxil Fumarate Tablets (Symfi Lo)",https://www.rxlist.com/symfi-lo-drug.htm
2550,Efbemalenograstim Alfa-vuxw Injection (Ryzneuta),https://www.rxlist.com/ryzneuta-drug.htm
2551,Effexor (Venlafaxine Hydrochloride),https://www.rxlist.com/effexor-drug.htm
2552,Effexor XR (Venlafaxine Hydrochloride Extended-Release),https://www.rxlist.com/effexor-xr-drug.htm
2553,Effient (Prasugrel Tablets),https://www.rxlist.com/effient-drug.htm
2554,Efgartigimod Alfa and Hyaluronidase-qvfc Injection (Vyvgart Hytrulo),https://www.rxlist.com/vyvgart-hytrulo-drug.htm
2555,efgartigimod alfa-fcab injection (Vyvgart),https://www.rxlist.com/vyvgart-drug.htm
2556,Efinaconazole Topical Solution (Jublia),https://www.rxlist.com/jublia-drug.htm
2557,eflapegrastim-xnst for Injection (Rolvedon),https://www.rxlist.com/rolvedon-drug.htm
2558,Eflornithine (Vaniqa),https://www.rxlist.com/vaniqa-drug.htm
2559,Eflornithine Tablets (Iwilfin),https://www.rxlist.com/iwilfin-drug.htm
2560,Efudex (Fluorouracil),https://www.rxlist.com/efudex-drug.htm
2561,Egaten (Triclabendazole Tablets),https://www.rxlist.com/egaten-drug.htm
2562,Egrifta (Tesamorelin Injection),https://www.rxlist.com/egrifta-drug.htm
2563,Egrifta SV (Tesamorelin for Injection),https://www.rxlist.com/egrifta-sv-drug.htm
2564,Eiglustat Capsules (Cerdelga),https://www.rxlist.com/cerdelga-drug.htm
2565,Elacestrant Tablets (Orserdu),https://www.rxlist.com/orserdu-drug.htm
2566,Elafibranor Tablets (Iqirvo),https://www.rxlist.com/iqirvo-drug.htm
2567,Elagolix Tablets (Orilissa),https://www.rxlist.com/orilissa-drug.htm
2568,"Elagolix, Estradiol, and norethindrone acetate capsules; elagolix capsules (Oriahnn)",https://www.rxlist.com/oriahnn-drug.htm
2569,Elahere (Mirvetuximab Soravtansine-gynx Injection),https://www.rxlist.com/elahere-drug.htm
2570,Elapegademase-lvlr (Revcovi),https://www.rxlist.com/revcovi-drug.htm
2571,Elaprase (Idursulfase Solution),https://www.rxlist.com/elaprase-drug.htm
2572,Elavil (Amitriptyline),https://www.rxlist.com/elavil-drug.htm
2573,Elbasvir and Grazoprevir Tablets (Zepatier),https://www.rxlist.com/zepatier-drug.htm
2574,Elcys (Cysteine Hydrochloride Injection),https://www.rxlist.com/elcys-drug.htm
2575,Eldepryl (Selegiline Hcl),https://www.rxlist.com/eldepryl-drug.htm
2576,Electrolytes in Water (PhysioSol),https://www.rxlist.com/physiosol-drug.htm
2577,Elelyso (Taliglucerase Alfa),https://www.rxlist.com/elelyso-drug.htm
2578,Elepsia XR (Levetiracetam Extended-release Tablets),https://www.rxlist.com/elepsia-xr-drug.htm
2579,Elestat (Epinastine HCl Ophthalmic Solution),https://www.rxlist.com/elestat-drug.htm
2580,Elestrin (Estradiol Gel),https://www.rxlist.com/elestrin-drug.htm
2581,Eletriptan hydrobromide (Relpax),https://www.rxlist.com/relpax-drug.htm
2582,Elevidys (Delandistrogene Moxeparvovec-rokl Suspension),https://www.rxlist.com/elevidys-drug.htm
2583,Elfabrio (Pegunigalsidase Alfa-iwxj injection),https://www.rxlist.com/elfabrio-drug.htm
2584,Elidel (Pimecrolimus Cream),https://www.rxlist.com/elidel-drug.htm
2585,Eligard (Leuprolide Acetate),https://www.rxlist.com/eligard-drug.htm
2586,Elimite (Permethrin),https://www.rxlist.com/elimite-drug.htm
2587,Eliphos (Calcium Acetate Tablets),https://www.rxlist.com/eliphos-drug.htm
2588,Eliquis (Apixaban Tablets),https://www.rxlist.com/eliquis-drug.htm
2589,Elitek (Rasburicase),https://www.rxlist.com/elitek-drug.htm
2590,Elivaldogene Autotemcel Suspension for Intravenous Infusion (Skysona),https://www.rxlist.com/skysona-drug.htm
2591,Elixophyllin (Theophylline Anhydrous Liquid),https://www.rxlist.com/elixophyllin-drug.htm
2592,Ella (Ulipristal Acetate Tablet),https://www.rxlist.com/ella-drug.htm
2593,Ellence (Epirubicin hydrochloride),https://www.rxlist.com/ellence-drug.htm
2594,Ellzia Pak (Triamcinolone Acetonide Ointment ),https://www.rxlist.com/ellzia-pak-drug.htm
2595,Elmiron (Pentosan Polysulfate Sodium Capsules),https://www.rxlist.com/elmiron-drug.htm
2596,Elocon (Mometasone Furoate),https://www.rxlist.com/elocon-drug.htm
2597,Elocon Lotion (Mometasone Furoate Lotion),https://www.rxlist.com/elocon-lotion-drug.htm
2598,Elocon Ointment (Mometasone Furoate Ointment),https://www.rxlist.com/elocon-ointment-drug.htm
2599,"Eloctate (Antihemophilic Factor (Recombinant), Fc Fusion Protein for Intravenous Infusion)",https://www.rxlist.com/eloctate-drug.htm
2600,Elosulfase Alfa Injection for Intravenous Use (Vimizim),https://www.rxlist.com/vimizim-drug.htm
2601,Elotuzumab for Injection (Empliciti),https://www.rxlist.com/empliciti-drug.htm
2602,Eloxatin (Oxaliplatin Injection),https://www.rxlist.com/eloxatin-drug.htm
2603,Elprazolam Tablet (Prosom),https://www.rxlist.com/prosom-drug.htm
2604,Elranatamab Injection (Elrexfio),https://www.rxlist.com/elrexfio-drug.htm
2605,Elrexfio (Elranatamab Injection),https://www.rxlist.com/elrexfio-drug.htm
2606,Elspar (Asparaginase),https://www.rxlist.com/elspar-drug.htm
2607,Eltrombopag Tablets (Promacta),https://www.rxlist.com/promacta-drug.htm
2608,Eltrombopag Tablets (Alvaiz),https://www.rxlist.com/alvaiz-drug.htm
2609,Elucirem (Gadopiclenol Injection),https://www.rxlist.com/elucirem-drug.htm
2610,EluRyng (Etonogestrel and Ethinyl Estradiol Vaginal Ring),https://www.rxlist.com/eluryng-drug.htm
2611,Eluxadoline Tablets (Viberzi),https://www.rxlist.com/viberzi-drug.htm
2612,Elvitegravir Tablets (Vitekta),https://www.rxlist.com/vitekta-drug.htm
2613,"Elvitegravir, Cobicistat, Emtricitabine, and Tenofovir Alafenamide Tablets (Genvoya)",https://www.rxlist.com/genvoya-drug.htm
2614,"Elvitegravir, Cobicistat, Emtricitabine, Tenofovir DF (Stribild)",https://www.rxlist.com/stribild-drug.htm
2615,Elyxyb (Celecoxib Oral Solution),https://www.rxlist.com/elyxyb-drug.htm
2616,Elzonris (Tagraxofusp-erzs Injection),https://www.rxlist.com/elzonris-drug.htm
2617,Emadine (Emedastine Difumarate Ophthalmic Solution ),https://www.rxlist.com/emadine-drug.htm
2618,Emapalumab-lzsg Injection (Gamifant),https://www.rxlist.com/gamifant-drug.htm
2619,Embeda (Morphine Sulfate and Naltrexone Hydrochloride),https://www.rxlist.com/embeda-drug.htm
2620,Emcyt (Estramustine),https://www.rxlist.com/emcyt-drug.htm
2621,Emedastine Difumarate Ophthalmic Solution  (Emadine),https://www.rxlist.com/emadine-drug.htm
2622,Emend Capsules (Aprepitant Capsules),https://www.rxlist.com/emend-drug.htm
2623,Emend Injection (Fosaprepitant Dimeglumine Injection),https://www.rxlist.com/emend-injection-drug.htm
2624,Emerphed (Ephedrine Sulfate Injection),https://www.rxlist.com/emerphed-drug.htm
2625,Emflaza (Deflazacort Oral Suspension),https://www.rxlist.com/emflaza-drug.htm
2626,Emgality (Galcanezumab-gnlm Injection),https://www.rxlist.com/emgality-drug.htm
2627,Emgel (Erythromycin),https://www.rxlist.com/emgel-drug.htm
2628,"Emicizumab-Kxwh Injection, for Subcutaneous Use (Hemlibra)",https://www.rxlist.com/hemlibra-drug.htm
2629,Emla (Lidocaine and Prilocaine),https://www.rxlist.com/emla-drug.htm
2630,Empagliflozin and Linagliptin Tablets (Glyxambi),https://www.rxlist.com/glyxambi-drug.htm
2631,Empagliflozin and Metformin Hydrochloride Extended-release (Synjardy XR Extended-release Tablets),https://www.rxlist.com/synjardy-xr-drug.htm
2632,Empagliflozin and Metformin Hydrochloride Tablets (Synjardy),https://www.rxlist.com/synjardy-drug.htm
2633,Empagliflozin Tablets (Jardiance),https://www.rxlist.com/jardiance-drug.htm
2634,"Empagliflozin, Linagliptin, and Metformin Hydrochloride Extended-release Tablets (Trijardy XR)",https://www.rxlist.com/trijardy-xr-drug.htm
2635,"Empaveli (Pegcetacoplan Injection, for Subcutaneous Use )",https://www.rxlist.com/empaveli-drug.htm
2636,Empliciti (Elotuzumab for Injection),https://www.rxlist.com/empliciti-drug.htm
2637,Emsam (Selegiline Transdermal System),https://www.rxlist.com/emsam-drug.htm
2638,Emtricitabine (Emtriva),https://www.rxlist.com/emtriva-drug.htm
2639,Emtricitabine and Tenofovir Alafenamide Tablets (Descovy),https://www.rxlist.com/descovy-drug.htm
2640,Emtricitabine Tenofovir DF (Truvada),https://www.rxlist.com/truvada-drug.htm
2641,"Emtricitabine, Rilpivirine, and Tenofovir Alafenamide Fixed-dose Combination Tablets (Odefsey)",https://www.rxlist.com/odefsey-drug.htm
2642,Emtricitabine/Rilpivirine/Tenofovir Disoproxil Fumarate Tablets (Complera),https://www.rxlist.com/complera-drug.htm
2643,Emtriva (Emtricitabine),https://www.rxlist.com/emtriva-drug.htm
2644,"Emverm (Mebendazole Chewable Tablet, USP)",https://www.rxlist.com/emverm-drug.htm
